artist,songs,Clusters
Baby Keem,range brothers (with Kendrick Lamar),3
YoungBoy Never Broke Again,Nevada,0
Fivio Foreign,Story Time,3
Baby Keem,scars,3
Baby Keem,first order of business,5
Baby Keem,vent,0
Drake,Knife Talk (with 21 Savage ft. Project Pat),5
Babyface Ray,It Ain't My Fault,2
Paper Route EMPIRE,Trust Nobody (feat. Snupe Bandz),7
Supa Bwe,Up Right Now (feat. Xavier Omar),4
Badda TD,Feel Like A Boss (feat. 42 Dugg),3
Mustard,Intro (feat. 1takejay),5
Lil Durk,Spin The Block (feat. Future),3
Young Thug,Daddy's Birthday,5
Snoop Dogg,6:30,7
Lil Uzi Vert,Count Dem Rolls (feat. Uzi Gang),1
Future,Trapped In The Sun,0
DJ Shadow,Building Steam With A Grain Of Salt,2
BIGBABYGUCCI,Sit in Silence,0
Baby Keem,BUSS HER UP,4
Mac Miller,The Spins,3
A$AP Rocky,Purple Swag,0
Mac Miller,Jet Fuel,6
EARTHGANG,Missed Calls,0
Freshie,Double Back,4
Ice Cube,Hello,3
Joey Bada$$,World Domination,1
Action Bronson,Easy Rider,1
Kanye West,Good Night,3
Flying Lotus,African Samurai,6
Freddie Gibbs,Gat Damn,7
DaBaby,Lonely (with Lil Wayne),7
Jay Electronica,Exhibit C,1
Consequence,"The Good, The Bad, The Ugly (feat. Kanye West) - Explicit Album Version",1
Cam’ron,Down And Out,3
Casey Veggies,"RIP (feat. Tyler, The Creator)",4
Freddie Gibbs,Midwest Malcolm (Inhale),1
Common,The Food - Live,4
De La Soul,Rock Co.Kane Flow (feat. MF Doom),3
Lil Baby,Going For It,5
Future,Blood On the Money,0
Thouxanbanfauni,AMERICAN MUSCLE,0
Comethazine,Gallardo,5
Gunna,One Call,5
Baby Keem,Register,0
Jack Harlow,Rendezvous,7
IDK,ONCE UPON A TIME (FREESTYLE),3
Pop Smoke,Scenario,2
Future,Hard To Choose One,5
Outkast,Myintrotoletuknow,4
Outkast,Funky Ride,3
Outkast,Ova Da Wudz,3
Outkast,Decatur Psalm,1
Outkast,Millennium,3
KayCyy,No Luck,3
The Game,Wouldn't Get Far,1
KayCyy,Odd Man,2
MF DOOM,Gas Drawls,7
Outkast,Synthesizer (feat. George Clinton),2
Outkast,Slump,7
Outkast,West Savannah,4
Outkast,Mamacita,2
Outkast,Chonkyfire,1
Outkast,Snappin' & Trappin' (feat. Killer Mike & J-Sweet),2
Outkast,"Gangsta Sh*t (feat. Slimm Calhoun, C-Bone & T-Mo)",3
Outkast,GhettoMusick,1
Goodie Mob,Black Ice (Sky High) (feat. Outkast),3
Big Boi,Royal Flush (feat. André 3000 & Raekwon),7
Divine Council,Decemba (Remix) (feat. $ilk Money & André Benjamin),7
Devin The Dude,What a Job,3
Outkast,Walk It Out,1
Wale,Poke It Out (feat. J. Cole),7
Future,Real Love,0
Conway the Machine,The Basement,6
Joey Bada$$,Summer Knights,6
Joey Bada$$,FromdaTomb$,1
Joey Bada$$,Killuminati,3
Joey Bada$$,Pennyroyal,3
Joey Bada$$,Funky Ho'$,2
Joey Bada$$,Daily Routine,5
Joey Bada$$,Don't Front,7
Joey Bada$$,Righteous Minds,3
Joey Bada$$,Where It'$ At?,6
Joey Bada$$,Third Eye Sh*t,6
Joey Bada$$,Save The Children,2
Joey Bada$$,Piece of Mind,4
Joey Bada$$,Like Me,3
Joey Bada$$,Christ Conscious,7
Joey Bada$$,On & On,1
Joey Bada$$,Run Up On Ya - Bonus,7
Joey Bada$$,FOR MY PEOPLE,3
Joey Bada$$,TEMPTATION,4
Joey Bada$$,LAND OF THE FREE,3
Joey Bada$$,SUPER PREDATOR,7
Joey Bada$$,BABYLON,2
Joey Bada$$,LEGENDARY,3
Joey Bada$$,AMERIKKKAN IDOL,6
Nas,Represent,7
Nas,Halftime,3
Nas,Memory Lane (Sittin' in da Park),7
Nas,One Love (feat. Q-Tip),7
Nas,It Ain't Hard to Tell,3
Nas,I Gave You Power,4
Nas,Take It In Blood,5
Nas,Nas Is Coming (feat. Dr. Dre),7
Nas,The Set Up (feat. Havoc),7
Nas,Suspect,5
Nas,Shootouts,2
Nas,"N.Y. State of Mind, Pt. ll",1
Nas,We Will Survive,7
Nas,Ghetto Prisoners,1
Nas,Life Is What You Make It (feat. DMX),3
Nas,Project Windows (feat. Ronald Isley),7
Nas,Shoot 'em Up,5
Nas,Last Words (feat. Nashawn & Millennium Thug),5
Nas,Family (feat. Mobb Deep),4
Nas,New World,7
Nas,You Owe Me (feat. Ginuwine),5
Nas,You're da Man,4
Nas,Rule (feat. Amerie),7
Nas,The Cross,7
Nas,Last Real Nigga Alive,7
Nas,"A Message To The Feds, Sincerely, We The People",7
Nas,Suicide Bounce (feat. Busta Rhymes),1
J. Cole,Can't Get Enough,4
J. Cole,Sideline Story,6
J. Cole,Mr. Nice Watch,3
J. Cole,Lost Ones,7
J. Cole,Breakdown,1
J. Cole,Villuminati,3
J. Cole,Trouble,0
J. Cole,Chaining Day,0
The Notorious B.I.G.,Warning - 2005 Remaster,2
The Notorious B.I.G.,Everyday Struggle - 2005 Remaster,3
The Notorious B.I.G.,Somebody's Gotta Die - 2014 Remaster,1
The Notorious B.I.G.,I Love The Dough (feat. Jay-Z & Angela Winbush) - 2014 Remaster,7
The Notorious B.I.G.,Niggas Bleed - 2014 Remaster,1
The Notorious B.I.G.,I Got a Story to Tell - 2014 Remaster,7
YoungBoy Never Broke Again,Still Waiting - Bonus,2
BabyTron,Whoopty Fucking Do,5
BabyTron,Apollo Creed,5
BabyTron,Joe Dumars,3
BabyTron,Still Rappin',5
Don Toliver,XSCAPE,6
Don Toliver,Way Bigger,0
Don Toliver,Flocky Flocky (feat. Travis Scott),3
Don Toliver,Double Standards,3
Don Toliver,You (feat. Travis Scott),0
Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",3
Conway the Machine,Piano Love,2
Masego,Garden Party,2
Meek Mill,Intro (Hate on Me),4
Meek Mill,Outside (100 MPH),4
Meek Mill,Expensive Pain,2
Meek Mill,Me (FWM) (feat. A$AP Ferg),7
Meek Mill,Tweaking (feat. Vory),1
Meek Mill,Blue Notes 2 (feat. Lil Uzi Vert),4
Meek Mill,Cold Hearted III,1
JPEGMAFIA,BALD!,4
2Pac,Soulja's Story,5
2Pac,Me Against The World,7
Lil Zay Osama,Danny Block,2
Sleepy Hallow,Luv Em All,7
Sleepy Hallow,1999,6
Young Thug,Stressed (with J. Cole & T-Shyne),5
Young Thug,Stupid/Asking,6
Young Thug,Recognize Real (with Gunna),6
Young Thug,Contagious,6
Young Thug,Rich Nigga Shit (with Juice WRLD),5
Young Thug,Livin It Up (with Post Malone & A$AP Rocky),6
Young Thug,Insure My Wrist (with Gunna),3
Young Thug,Scoliosis (with Lil Double 0),7
Young Thug,Bubbly (with Drake & Travis Scott),3
Young Thug,Road Rage,5
Young Thug,Faces,5
Young Thug,Droppin Jewels,6
Young Thug,Day Before (with Mac Miller),6
Mac Miller,Inside Outside,0
Mac Miller,Here We Go,1
Mac Miller,Friends (feat. ScHoolboy Q),4
Mac Miller,Malibu,3
Mac Miller,It Just Doesn’t Matter,3
Mac Miller,Therapy,0
Mac Miller,Happy Birthday,3
Mac Miller,Wedding,6
Mac Miller,Funeral,6
Mac Miller,Diablo,4
Mac Miller,Ave Maria,2
Mac Miller,Colors and Shapes,6
Mac Miller,Kickin' Incredibly Dope Shit (Intro),2
Mac Miller,Outside,1
Mac Miller,The Spins,3
Mac Miller,Ride Around,2
Mac Miller,Knock Knock,4
Mac Miller,Kool Aid & Frozen Pizza,1
Mac Miller,All I Want Is You,1
Mac Miller,Blue Slide Park,1
Mac Miller,Party On Fifth Ave.,1
Mac Miller,Of The Soul,6
Mac Miller,Desperado,2
Mac Miller,Thoughts from a Balcony,1
Mac Miller,Aliens Fighting Robots,2
Mac Miller,1 Threw 8,1
Mac Miller,The Question,0
Mac Miller,Sunlight,3
Mac Miller,America,3
Mac Miller,The Star Room,4
Mac Miller,I'm Not Real,4
Mac Miller,Matches,3
Money Man,LLC,3
Mac Miller,Remember,0
Mac Miller,Brand Name,2
Mac Miller,Rush Hour,2
Mac Miller,100 Grandkids,3
Mac Miller,In the Bag,2
Mac Miller,Perfect Circle / God Speed,6
Mac Miller,Ascension,0
Mac Miller,What's the Use?,6
Mac Miller,Conversation Pt. 1,6
Baby Smoove,Animal Control,0
Mac Miller,Uber (feat. Mike Jones),2
Mac Miller,New Faces v2 (feat. Earl Sweatshirt and Da$h),4
Mac Miller,Yeah - bonus,0
BabyTron,Day In Ferndale,5
Rick Ross,The Boss,1
Young Ratoo,Paul Chomedey de Mainsoneuve,0
Pi’erre Bourne,Joe Morris,4
Pi’erre Bourne,Growing Pains,4
Pi’erre Bourne,TBH,4
Pi’erre Bourne,Poof,3
Mach-Hommy,Folie Á Deux (feat. Westside Gunn & Keisha Plum),6
A$AP Rocky,Palace,2
A$AP Rocky,Wassup,0
A$AP Rocky,Brand New Guy (feat. ScHoolboy Q),1
A$AP Rocky,Get Lit (feat. Fat Tony),1
A$AP Rocky,Trilla (feat. A$AP Nast & A$AP Twelvyy),3
A$AP Rocky,Houston Old Head,2
A$AP Rocky,Roll One Up,7
A$AP Rocky,Sandman,0
"Tyler, The Creator",Nightmare,5
"Tyler, The Creator","OKAGA, CA (feat. Alice Smith, Leon Ware & Clem Creevy)",0
JAY-Z,Can't Knock The Hustle,5
JAY-Z,22 Two's,4
JAY-Z,Can I Live,5
JAY-Z,Cashmere Thoughts,4
JAY-Z,Regrets,7
JAY-Z,Medley: Intro,1
JAY-Z,The City Is Mine,7
JAY-Z,Friend Or Foe '98,7
JAY-Z,Lucky Me,7
JAY-Z,Real Niggaz,1
JAY-Z,Rap Game / Crack Game,2
JAY-Z,Where I'm From,2
JAY-Z,If I Should Die,7
JAY-Z,"Money, Cash, Hoes",7
Memphis Bleek,It's Alright,3
JAY-Z,Money Ain't A Thang,3
JAY-Z,Hova Song - Intro,4
JAY-Z,Dope Man,1
JAY-Z,It's Hot (Some Like It Hot),3
JAY-Z,Snoopy Track,2
JAY-Z,S. Carter,7
JAY-Z,Hova Interlude,2
JAY-Z,Big Pimpin',3
JAY-Z,Come And Get Me,3
JAY-Z,Anything,2
JAY-Z,Intro,7
JAY-Z,I Just Wanna Love U (Give It 2 Me),3
JAY-Z,Streets Is Talking,3
JAY-Z,Soon You'll Understand,0
JAY-Z,Takeover,7
JAY-Z,Never Change,7
JAY-Z,All I Need,7
JAY-Z,Blueprint (Momma Loves Me),7
JAY-Z,Lyrical Exercise,7
JAY-Z,The Watcher 2,3
JAY-Z,What They Gonna Do,3
JAY-Z,All Around The World,3
JAY-Z,Poppin' Tags,7
JAY-Z,The Bounce,1
JAY-Z,Blueprint 2,7
JAY-Z,Encore,4
JAY-Z,Dirt Off Your Shoulder,7
JAY-Z,D.O.A. (Death Of Auto-Tune),1
JAY-Z,Already Home,4
ScHoolboy Q,Figg Get Da Money,1
ScHoolboy Q,Cycle,4
ScHoolboy Q,I'm Good,5
The Game,Red Nation,1
Travis Scott,ESCAPE PLAN,3
Travis Scott,MAFIA,0
Kanye West,We Don't Care,3
Kanye West,Two Words,1
Eslabon Armado,24 Horas,6
Eminem,Role Model,7
Eminem,Rock Bottom,7
Eminem,The Way I Am,3
Bando.,Payday,0
Bruno Mars,Leave The Door Open,7
Bruno Mars,After Last Night (with Thundercat & Bootsy Collins),3
Bruno Mars,Smokin Out The Window,7
Bruno Mars,Put On A Smile,0
Polo G,Bad Man (Smooth Criminal),7
Rakim,The 18th Letter (Always And Forever),3
Rakim,Remember That,4
Rakim,Guess Who's Back,3
Rakim,When I'm Flowin',1
Eric B. & Rakim,Follow The Leader,3
Eric B. & Rakim,I Ain't No Joke,3
Eric B. & Rakim,Lyrics Of Fury,7
Eric B. & Rakim,Know The Ledge,7
Eric B. & Rakim,Let The Rhythm Hit 'Em,3
Eric B. & Rakim,Paid In Full,7
A$AP Rocky,Holy Ghost (feat. Joe Fox),1
Kanye West,Life Of The Party (with André 3000),4
Kanye West,Remote Control pt 2,0
Kanye West,Never Abandon Your Family,6
Masta Ace,Good Ol Love,4
Freddie Gibbs,Black Illuminati (feat. Jadakiss),2
Earl Sweatshirt,2010,3
Isaiah Rashad,Deep Blue (feat. Young Nudy & Kal Banx),3
Isaiah Rashad,Geordan Favors (feat. Deante' Hitchcock),5
Isaiah Rashad,Donuts (feat. UMI),6
Never Broke Again,"Pure Dope (Never Broke Again feat. Rojay MLP, Rjae, Meechy Baby)",2
Never Broke Again,"Tweet Bird (Never Broke Again feat.YoungBoy Never Broke Again, Rojay MLP, Meechy Baby, P Yungin, Rjae)",7
Never Broke Again,Heading On (Never Broke Again feat. YoungBoy Never Broke Again),2
Never Broke Again,"Sticks (Never Broke Again feat. P Yungin, Big B)",2
Rakim,All Night Long,3
Rakim,I Know,3
Rakim,Real Shit,7
Ghostface Killah,Poisonous Darts,7
Ghostface Killah,All That I Got Is You (featuring Tekitha),2
Ghostface Killah,Child's Play,7
Ghostface Killah,One,7
Ghostface Killah,Malcolm,1
Ghostface Killah,260 (feat. Raekwon),4
Ghostface Killah,"Assassination Day (feat. Raekwon, RZA & Inspektah Deck)",1
Ghostface Killah,Black Jesus (feat. Raekwon & U-God),4
Ghostface Killah,All That I Got Is You (feat. Mary J. Blige),6
Slick Rick,Treat Her Like A Prostitute,2
Slick Rick,Children's Story,7
Slick Rick,Teenage Love,5
Slick Rick,Get A Job,3
Slick Rick,Behind Bars,2
Slick Rick,Me & Nas Bring It To Your Hardest,7
Slick Rick,"I Own America, Part 1",7
Slick Rick,2 Way Street,7
Slick Rick,Impress The Kid,5
Slick Rick,Adults Only,5
Snoop Dogg,Unify,7
Freddie Gibbs,County Bounce,7
Freddie Gibbs,Still Standing,1
Freddie Gibbs,I'm The Man,3
Freddie Gibbs,Rep 2 Tha Fullest,1
Freddie Gibbs,The Coldest,0
Freddie Gibbs,Rock Bottom,3
Freddie Gibbs,Still Livin',7
Freddie Gibbs,"Money, Clothes, Hoes (MCH)",2
Freddie Gibbs,Walk In Wit the M.O. (feat. Dom Kennedy),7
Freddie Gibbs & Statik Selektah,Rap Money (feat. Dat Nigga Daz),2
Freddie Gibbs & Statik Selektah,Wild Style (feat. Fred the Godson & Termanology),2
Freddie Gibbs,Barely M.A.D.E. It (feat. B.J. The Chicago Kid),2
Freddie Gibbs,Twos and Fews (feat. Young Jeezy),1
Freddie Gibbs,Neighborhood Hoez (feat. 2 Chainz),3
Freddie Gibbs,Scarface,1
Freddie Gibbs,Bomb (feat. Raekwon),6
Freddie Gibbs,Shitsville,4
Freddie Gibbs,"Robes (feat. Domo Genesis, Earl Sweatshirt)",1
Freddie Gibbs,Insecurities,6
Freddie Gibbs,Alexys,4
Freddie Gibbs,Crushed Glass,0
Freddie Gibbs,Amnesia,3
Freddie Gibbs,Freestyle S**t,1
Freddie Gibbs,Half Manne Half Cocaine,1
Shakeback Gang,Heavy Rotation,3
Baby Keem,lost souls (with Brent Faiyaz),6
DJ Scheme,Trust Nobody (2 My Brothers),3
Frank Ocean,Thinkin Bout You,0
Frank Ocean,Crack Rock,1
Frank Ocean,Pink Matter,6
Frank Ocean,Ivy,6
Frank Ocean,Pink + White,6
Frank Ocean,Solo (Reprise),3
Action Bronson,Latin Grammys,4
Madvillain,Fancy Clown,1
Peezy,Chicken Coupe,3
Rio Da Yung Og,On Papers,5
KrispyLife Kidd,Karate Buddy,0
KrispyLife Kidd,Fight This Shit,4
KrispyLife Kidd,Free Smoke,2
KrispyLife Kidd,Stressed,2
Only The Family,Career Day (with Lil Durk feat. Polo G),5
Drake,Show Me A Good Time,3
2 Chainz,Cowboy,0
Chief Keef,Glory Bridge (feat. A Boogie Wit da Hoodie),5
YoungBoy Never Broke Again,Thug Alibi,3
Ice Cube,The Peckin' Order,5
G Herbo,Black,0
The Game,Im Looking,1
The Game,Get That Doe,3
Gunna,Paid,0
YoungBoy Never Broke Again,Can't Be Saved,0
2Pac,Let Them Thangs Go,3
JAY-Z,Pray,7
Meek Mill,Cold Hearted II,4
Polo G,Unapologetic (with NLE Choppa),2
Nardo Wick,Wicked Witch,2
Tm88,OMS,0
Money Man,LLC (feat. Moneybagg Yo),7
Mac Miller,Angel Dust,4
Mac Miller,Rain (feat. Vince Staples),2
Mac Miller,Apparition,1
Rick Ross,The Pulitzer,0
Rick Ross,Rapper Estates (feat. Benny The Butcher),1
Rick Ross,Marathon,0
Rick Ross,Warm Words in a Cold World (feat. Wale & Future),7
Rick Ross,Outlawz (feat. Jazmine Sullivan & 21 Savage),2
Rick Ross,Imperial High,1
Hotboii,I Really (with 42 Dugg & Moneybagg Yo),2
Allstar JR,"Steph, Klay & Draymond",5
G Herbo,Sessions,2
G Herbo,By Any Means,7
G Herbo,Who Run It - Remix,2
Rio Da Yung Og,Still Spice Talkin,0
Roddy Ricch,thailand,5
Roddy Ricch,all good (feat. Future),0
Roddy Ricch,hibachi (feat. Kodak Black & 21 Savage),2
Roddy Ricch,paid my dues (feat. Takeoff),0
Roddy Ricch,no way (feat. Jamie Foxx),5
Roddy Ricch,moved to miami (feat. Lil Baby),0
Benny The Butcher,Mr. Pyrex Man,1
Boldy James,Bumps and Bruises,6
Damedot,Stand Over Him,2
Kodak Black,Love & War,3
Kodak Black,Super Gremlin,0
Cash Kidd,Privileges,3
Ab-Soul,Terrorist Threats (feat. Danny Brown & Jhene Aiko),0
Hotboii,40 Mins,5
Nardo Wick,Wicked Freestyle,4
Nardo Wick,Me or Sum (feat. Future & Lil Baby),2
YoungBoy Never Broke Again,Young Stunna,7
EST Gee,Lamborghini Geeski,0
Chance the Rapper,Prom Night,1
Nas,Speechless,1
Nas,Ugly,1
Nas,40-16 Building,2
Nas,Hollywood Gangsta,7
Nas,Wave Gods,7
Nas,Dedicated,1
Detroit Rap News,Story Mode,5
Baby Smoove,Pink Monty,2
Roadrunner Roe,Trap Life,0
Mozzy,Beat the Case,0
Rio Da Yung Og,Dope Fein Friday,2
Lil Poppa,Feenin’,3
Chief Keef,See Through,2
Boldy James,Surf & Turf,6
,,0
YoungBoy 4KT,Emo Rockstar,3
Kodak Black,Heart Mind,7
Earl Sweatshirt,Tabula Rasa (feat. Armand Hammer),3
Future,Super Trapper,0
redveil,Weight,1
Gunna,pushin P (feat. Young Thug),3
Gunna,poochie gown,3
Gunna,mop (feat. Young Thug),5
Gunna,thought i was playing,0
Gunna,south to west,3
Gunna,25k jacket (feat. Lil Baby),3
Gunna,idk that bitch (feat. G Herbo),3
Gunna,die alone (feat. Yung Bleu),5
Gunna,missing me,0
The Weeknd,How Do I Make You Love Me?,3
The Weeknd,Sacrifice,3
The Weeknd,Out of Time,3
The Weeknd,"Here We Go… Again (feat. Tyler, the Creator)",4
The Weeknd,Best Friends,3
The Weeknd,Is There Someone Else?,3
The Weeknd,Starry Eyes,6
The Weeknd,Don’t Break My Heart,0
The Weeknd,I Heard You’re Married (feat. Lil Wayne),3
The Weeknd,Less Than Zero,0
2 Chainz,Million Dollars Worth of Game (feat. 42 Dugg),7
Cordae,Sinister (feat. Lil Wayne),3
Gunna,too easy (Remix) [feat. Future & Roddy Ricch],0
Mack 10,Nothin' But The Cavi Hit,3
A Boogie Wit da Hoodie,Be Free,3
YoungBoy Never Broke Again,Black Ball,6
Chief Keef,Tuxedo,1
Flipp Dinero,Roses,3
Three 6 Mafia,Stay Fly,7
Wiz Khalifa,Blacc Tarantino,3
DJ Premier,Mortgage Free (feat. 2 Chainz),7
Wale,Light Years (feat. Rick Ross),0
Mick Jenkins,Gucci Tried to Tell Me,1
Cozz,Addicted,3
Joey Bada$$,#longlivesteelo,6
Sonder,Searchin,5
The Weeknd,Wicked Games,0
Travis Scott,HOUSTONFORNICATION,0
Azizi Gibson,Hate To Say It,3
Sampha,(No One Knows Me) Like the Piano,6
Ms. Lauryn Hill,Final Hour,7
Icewear Vezzo,The Feeling,7
Future,Hardly,0
Mozzy,Straight to 4th,1
Juice WRLD,Burn,0
Juice WRLD,Already Dead,0
Juice WRLD,Rockstar In His Prime,2
Juice WRLD,Feline (with Polo G & Trippie Redd),0
Juice WRLD,Juice WRLD Speaks 2,6
Cunninlynguists,Since When,0
Joey Bada$$,Hilary $Wank,7
Kanye West,Wolves,0
Lil Skies,Opps Want Me Dead,5
Gunna,P power (feat. Drake),0
JID,Surround Sound (feat. 21 Savage & Baby Tate),1
Joey Bada$$,THE REV3NGE,7
Earl Sweatshirt,Old Friend,4
Earl Sweatshirt,Lobby (int),3
YoungBoy Never Broke Again,Bring The Hook,4
YoungBoy Never Broke Again,Fish Scale,3
YoungBoy Never Broke Again,Emo Love,0
YoungBoy Never Broke Again,Foolish Figure,6
Cordae,Shiloh’s Intro,6
Cordae,Jean-Michel,7
Cordae,Super,7
Cordae,Momma’s Hood,6
Cordae,Want From Me,1
Cordae,Today (feat. Gunna),0
Cordae,C Carter,3
Cordae,Sinister (feat. Lil Wayne),3
Cordae,Champagne Glasses (feat. Freddie Gibbs & Stevie Wonder),5
Cordae,Westlake High,1
Cordae,Gifted (feat. Roddy Ricch & Ant Clemons) [Bonus],3
Saba,Come My Way (feat. Krayzie Bone),0
Kota the Friend,Scapegoat,2
Kota the Friend,Twenty-Nine,6
Kota the Friend,Prodigal Son,3
Kota the Friend,Breathe,3
Kota the Friend,Dear Fear,6
EARTHGANG,ALL EYES ON ME,6
NLE Choppa,Too Hot (feat. Moneybagg Yo),3
Jim Jones,Crunk Muzik,3
Jim Jones,We Set The Trends,3
Jim Jones,Stickup,4
Jim Jones,Record Me Baby // Ray Ray Skit,7
Lil Wayne,Anti-Hero (feat. Lil Tecca),3
Lil Wayne,Bleu Snappin',3
The Game,Eazy,5
Kodak Black,Closure,3
Lil Uzi Vert,Erase Your Social,6
Baby Keem,HONEST,0
LL COOL J,I Need Love,5
Boogie Down Productions,The Bridge Is Over,5
Public Enemy,Miuzi Weighs A Ton,5
Kool Moe Dee,How Ya Like Me Now,7
Eric B. & Rakim,My Melody,7
A Tribe Called Quest,Keep It Rollin',5
Mac Miller,Under The Weather,7
KMD,808 Man,3
Kid Cudi,Sky Might Fall,2
Flee Lord,Butcher Lords (feat. Benny the Butcher),3
Westside Gunn,"Hell on Earth, Pt. 2 (feat. Benny The Butcher & Conway The Machine)",1
Westside Gunn,Free Kutter (feat. Jay Electronica),1
Westside Gunn,Richies,4
Doughboyz Cashout,I Dog Hoes,2
BabyTron,Jesus Shuttlesworth,7
Teejayx6,Dark Web,2
Peezy,"I'm Good, Pt. 5",3
Rio Da Yung Og,Legendary,2
Damjonboi,Uncle Elroy,5
Babyface Ray,Miami in November,3
Babyface Ray,Meg The Stallion (feat. Veeze),5
Westside Gunn,"The Fly who couldn't Fly straight (feat. Tyler, The Creator)",1
Westside Gunn,Spoonz (feat. Conway The Machine),4
Rio Da Yung Og,Ghetto Free (feat. Peezy),5
Rio Da Yung Og,Eligible,2
Baby Smoove,Basketball,6
Baby Smoove,Traumatized,5
Baby Smoove,Mr.Perfect,0
Rio Da Yung Og,Third Times A Charm,5
Talibando,Groovie,3
Talibando,Gang Membership,7
Talibando,Navy Music,5
Talibando,400 Degrees,6
Talibando,E S 7 M Freestyle,0
Damedot,Fetti,2
Damedot,All Bad,2
Damedot,WYF@,7
Damedot,Back 2 Back,3
Damedot,Lemme See,0
Damedot,Dior,2
Damedot,Bigger Picture,1
Damedot,Trakhawk,5
Damedot,Fashion Nova Men,1
Damedot,Baguettes,0
Damedot,Spinnanight,3
Damedot,Chrome Hearts,6
Internet Money,Flossin’ (feat. YoungBoy Never Broke Again),0
Fredo Bang,Throw It Back,7
Naughty By Nature,O.P.P,3
N.W.A.,Alwayz Into Somethin',7
2Pac,Violent,5
A Tribe Called Quest,Jazz (We've Got),6
N.W.A.,Appetite For Destruction,3
Ice Cube,My Summer Vacation,4
2Pac,If My Homie Calls,5
A Tribe Called Quest,Check the Rhime,5
A Tribe Called Quest,Buggin' Out,5
MC Breed,Ain't No Future In Yo' Frontin',4
A Tribe Called Quest,Excursions,7
2Pac,Death Around The Corner,3
Method Man,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,3
Raekwon,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",1
Slim Thug,Thug,0
Malz Monday,Family Roots,1
Denzel Curry,Walkin,3
Drake,Fancy,1
Drake,Light Up,2
Doe Boy,OPP PARTY (feat. Nardo Wick & G Herbo),2
Doe Boy,BIG OH REALLY,2
Doe Boy,RESPECTFULLY,3
Doe Boy,AIN'T MY FAULT (feat. 42 Dugg),2
Doe Boy,GENUINE,2
Doe Boy,LOW KEY (feat. Lil Uzi Vert),3
Kodak Black,Serene,3
AZ,How Ya Livin' featuring Nas,3
JJ DOOM,Bookhead,1
XXXTENTACION,vice city,3
Babyface Ray,6 Mile Show (feat. Icewear Vezzo),7
Babyface Ray,Sincerely Face,4
Babyface Ray,Idols,1
Babyface Ray,Let Me Down (feat. 42 Dugg),0
Babyface Ray,Steak N Lobster,1
Babyface Ray,Needed Some Love,3
Babyface Ray,Mob,3
Babyface Ray,Kush & Codeine (feat. Wiz Khalifa),2
Babyface Ray,Dancing With The Devil,3
Saba,Survivor's Guilt (feat. G Herbo),5
A$AP Rocky,Arya (feat. A$AP Rocky),5
Benny The Butcher,Johnny P's Caddy,2
Rick Ross,Revelations,3
Rick Ross,Not For Nothing (feat. Anderson .Paak),2
NLE Choppa,Jumpin (feat. Polo G),7
NLE Choppa,Chicago to Memphis (feat. G Herbo),3
Cousin Stizz,LBS,0
Tee Grizzley,Afterlife,7
Sada Baby,Sada Wada,3
Lil Tecca,Fallin,0
J.I the Prince of N.Y,Murda,6
Lute,Birdsong (feat. JID & Saba),1
The Internet,Wanders of the Mind (feat. Mac Miller),6
Benny The Butcher,Fly With Me (feat. Conway the Machine),1
Denzel Curry,This Life,3
Vince Staples,Lift Me Up,0
Free Nationals,Time,1
$kinny,Cool Kids (feat. Freddie Gibbs),3
Freddie Gibbs,Uno,0
Mac Miller,Woods,5
King Geedorah,Fazers,1
Kid Cudi,Heart Of A Lion (Kid Cudi Theme Music),3
Travis Scott,R.I.P. SCREW,1
Pete Rock,Square One,7
Childish Gambino,"III. Telegraph Ave. (""Oakland"" by Lloyd)",2
Kendrick Lamar,R.O.T.C (Interlude),4
Kendrick Lamar,Average Joe,3
Kendrick Lamar,H.O.C,1
Kendrick Lamar,Poe Mans Dreams (His Vice) (feat. GLC),7
Kendrick Lamar,Institutionalized,1
Matt2k,King Of The Galaxy,5
Matt2k,Prince Of The Mitten,1
GMO Stax,Da Drop (feat. Nardo Wick),2
Conway the Machine,John Woo Flick (with Benny The Butcher & Westside Gunn),7
YG,Scared Money (feat. J. Cole and Moneybagg Yo),3
2 Chainz,Bet It Back,5
2 Chainz,Kingpen Ghostwriter (feat. Lil Baby),1
2 Chainz,Outstanding (feat. Roddy Ricch),4
2 Chainz,Free B.G.,7
2 Chainz,10 Bracelets (feat. YoungBoy Never Broke Again),3
G Herbo,Locked In,2
Nirvana,Blew,1
JPEGMAFIA,Rap Grow Old & Die x No Child Left Behind,1
JPEGMAFIA,REBOUND!,3
JPEGMAFIA,"SICK, NERVOUS & BROKE!",4
JPEGMAFIA,BMT!,4
Bails,Van Gogh,5
GMO Stax,2am in 4sho,0
GMO Stax,Lockdown,3
GMO Stax,Zoo,7
GMO Stax,Been Ah Boss,2
Kodak Black,Grinding All Season,3
Drake,Champagne Poetry,6
Drake,Love All (with JAY-Z),0
Drake,TSU,5
Drake,N 2 Deep,0
Drake,Pipe Down,1
Drake,The Remorse,6
Drake,Digital Dash,0
Baby Smoove,Tings,3
Lupe Fiasco,Hustlaz,1
Young Thug,The London (feat. J. Cole & Travis Scott),0
